Date,return,equity_curve
2013-01-25,0.0,1.0
2013-01-29,0.0022841754689797737,1.0022841754689797
2013-01-30,-0.006488163259542682,0.9957811921060808
2013-01-31,-0.003941851794821366,0.9918559702267282
2013-02-01,0.003652009106400786,0.9954782372622342
2013-02-04,-0.0009693076605270337,0.9945133125809679
2013-02-05,-9.461115792575264e-05,0.994419220524892
2013-02-06,0.007816045765982832,1.0021916466630876
2013-02-07,0.006305744474934864,1.0085112111018593
2013-02-08,0.00048686747840722636,1.009002222412154
2013-02-11,-0.004147356638292928,1.0048175303469806
2013-02-12,-0.0001538755850853782,1.0046629134615945
2013-02-13,-0.003170244982462439,1.0014778859011269
2013-02-14,-0.007832345012973842,0.9936339655758856
2013-02-15,-0.0039753059568286685,0.9896839665536245
2013-02-18,0.008495472869468095,0.9980917998408284
2013-02-19,0.0007318208284519556,0.998822224208659
2013-02-20,-0.003067341035943425,0.9957584958127315
2013-02-21,0.010666187537676947,1.0063794426713053
2013-02-22,0.00769670213593914,1.0141252454772787
2013-02-25,0.004009875625985751,1.0181917615808147
2013-02-26,-0.005391059848186729,1.0127026288572019
2013-02-27,0.004065074911059619,1.0168193409061332
2013-02-28,0.008015225273268721,1.0249693769857127
2013-03-01,0.008344688895005024,1.0335224275635655
2013-03-04,0.00278409684768313,1.036399854096155
2013-03-05,0.009743287321252141,1.0464977956543176
2013-03-06,0.005076966561035372,1.0518108299690516
2013-03-07,-0.0025633940289201502,1.0491146243679554
2013-03-08,-0.0016462898216868605,1.0473874776400756
2013-03-11,0.0008478734339509623,1.0482755296574195
2013-03-12,-0.002295077909032318,1.0458696556467237
2013-03-13,-0.0037528068084052802,1.0419447088823082
2013-03-14,0.00023220547839262714,1.0421866541518927
2013-03-15,0.0108870801909683,1.0535330238296015
2013-03-18,-0.004070785515113818,1.0492443168565018
2013-03-19,0.0033378127429065257,1.0527464979077277
2013-03-20,0.007306227654077075,1.060438103483474
2013-03-21,0.0028732896611595037,1.0634850493225125
2013-03-22,0.0004797730527350213,1.0639952807911641
2013-03-25,0.00028919715911785045,1.0643029852036838
